President,Date,Link,Speech
Andrew Jackson ,"December 4, 1832",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-andrew-jackson-december-4-1832," Fellow Citizens of the Senate and of the House of Representatives:  It gives me pleasure to congratulate you upon your return to the seat of Government for the purpose of discharging your duties to the people of the United States. Although the pestilence which had traversed the Old World has entered our limits and extended its ravages over much of our land, it has pleased Almighty God to mitigate its severity and lessen the number of its victims compared with those who have fallen in most other countries over which it has spread its terrors. Not with standing this visitation, our country presents on every side marks of prosperity and happiness unequaled, perhaps, in any other portion of the world. If we fully appreciate our comparative condition, existing causes of discontent will appear unworthy of attention, and, with hearts of thankfulness to that divine Being who has filled our cup of prosperity, we shall feel our resolution strengthened to preserve and hand down to our posterity that liberty and that union which we have received from our fathers, and which constitute the sources and the shield of all our blessings.  The relations of our country continue to present the same picture of amicable intercourse that I had the satisfaction to hold up to your view at the opening of your last session. The same friendly professions, the same desire to participate in our flourishing commerce, the same dispositions, evinced by all nations with whom we have any intercourse. This desirable state of things may be mainly ascribed to our undeviating practice of the rule which has long guided our national policy, to require no exclusive privileges in commerce and to grant none. It is daily producing its beneficial effect in the respect shown to our flag, the protection of our citizens and their property abroad, and in the increase of our navigation and the extension of our mercantile operations. The returns which have been made out since we last met will show an increase during the last preceding year of more than 80 thousand tons in our shipping and of near $40,000,000 in the aggregate of our imports and exports. "
Andrew Jackson ,"December 3, 1833",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-andrew-jackson-december-3-1833," Fellow Citizens of the Senate and of the House of Representatives:  On your assembling to perform the high trusts which the people of the United States have confided to you, of legislating for their common welfare, it gives me pleasure to congratulate you upon the happy condition of our beloved country. By the favor of Divine Providence health is again restored to us, peace reigns within our borders, abundance crowns the labors of our fields, commerce and domestic industry flourish and increase, and individual happiness rewards the private virtue and enterprise of our citizens.  Our condition abroad is no less honorable than it is prosperous at home. Seeking nothing that is not right and determined to submit to nothing that is wrong, but desiring honest friendships and liberal intercourse with all nations, the United States have gained throughout the world the confidence and respect which are due to a policy so just and so congenial to the character of the American people and to the spirit of their institutions. "
Andrew Jackson ,"December 1, 1834",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-andrew-jackson-december-1-1834," Fellow Citizens of the Senate and of the House of Representatives:  In performing my duty at the opening of your present session it gives me pleasure to congratulate you again upon the prosperous condition of our beloved country. Divine Providence has favored us with general health, with rich rewards in the fields of agriculture and in every branch of labor, and with peace to cultivate and extend the various resources which employ the virtue and enterprise of our citizens. Let us trust that in surveying a scene so flattering to our free institutions our joint deliberations to preserve them may be crowned with success.  Our foreign relations continue, with but few exceptions, to maintain the favorable aspect which they bore in my last annual message, and promise to extend those advantages which the principles that regulate our intercourse with other nations are so well calculated to secure. "
Andrew Jackson ,"December 7, 1835",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-andrew-jackson-december-7-1835," Fellow Citizens of the Senate and of the House of Representatives:  In the discharge of my official duty the again devolves upon me of communicating with a new Congress. The reflection that the representation of the Union has been recently renewed, and that the constitutional term of its service will expire with my own, heightens the solicitude with which I shall attempt to lay before it the state of our national concerns and the devout hope which I cherish that its labors to improve them may be crowned with success.  You are assembled at a period of profound interest to the American patriot. The unexampled growth and prosperity of our country having given us a rank in the scale of nations which removes all apprehension of danger to our integrity and independence from external foes, the career of freedom is before us, with an earnest from the past that if true to ourselves there can be no formidable obstacle in the future to its peaceful and uninterrupted pursuit. Yet, in proportion to the disappearance of those apprehensions which attended our weakness, as once contrasted with the power of some of the States of the Old World, should we now be solicitous as to those which belong to the conviction that it is to our own conduct we must look for the preservation of those causes on which depend the excellence and the duration of our happy system of government. "
Andrew Jackson ,"December 5, 1836",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-andrew-jackson-december-5-1836," Fellow Citizens of the Senate and of the House of Representatives:  Addressing to you the last annual message I shall ever present to the Congress of the United States, it is a source of the most heartfelt satisfaction to be able to congratulate you on the high state of prosperity which our beloved country has attained. With no causes at home or abroad to lessen the confidence with which we look to the future for continuing proofs of the capacity of our free institutions to produce all the fruits of good government, the general condition of our affairs may well excite our national pride.  I can not avoid congratulating you, and my country particularly, on the success of the efforts made during my Administration by the Executive and Legislature, in conformity with the sincere, constant, and earnest desire of the people, to maintain peace and establish cordial relations with all foreign powers. Our gratitude is due to the Supreme Ruler of the Universe, and I invite you to unite with me in offering to Him fervent supplications that His providential care may ever be extended to those who follow us, enabling them to avoid the dangers and the horrors of war consistently with a just and indispensable regard to the rights and honor of our country. But although the present state of our foreign affairs, standing, without important change, as they did when you separated in July last, is flattering in the extreme, I regret to say that many questions of an interesting character, at issue with other powers, are yet unadjusted. Amongst the most prominent of these is that of our north east boundary. With an undiminished confidence in the sincere desire of His Britannic Majesty's Government to adjust that question, I am not yet in possession of the precise grounds upon which it proposes a satisfactory adjustment. "
Martin van Buren ,"December 5, 1837",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-martin-van-buren-december-5-1837," Fellow-Citizens of the Senate and House of Representatives:  We have reason to renew the expression of our devout gratitude to the Giver of All Good for His benign protection. Our country presents on every side the evidences of that continued favor under whose auspices it, has gradually risen from a few feeble and dependent colonies to a prosperous and powerful confederacy. We are blessed with domestic tranquillity and all the elements of national prosperity. The pestilence which, invading for a time some flourishing portions of the Union, interrupted the general prevalence of unusual health has happily been limited in extent and arrested in its fatal career. The industry and prudence of our citizens are gradually relieving them from the pecuniary embarrassments under which portions of them have labored; judicious legislation and the natural and boundless resources of the country have afforded wise end timely aid to private enterprise, and the activity always characteristic of our people has already in a great degree resumed its usual and profitable channels.  The condition of our foreign relations has not materially changed since the last annual message of my predecessor. We remain at peace with all nations, and no efforts on my part consistent with the preservation of our rights and the honor of the country shall be spared to maintain a position so consonant to our institutions. We have faithfully sustained the foreign policy with which the United States, under the guidance of their first President, took their stand in the family of nations—that of regulating their intercourse with other powers by the approved principles of private life; asking and according equal rights and equal privileges; rendering and demanding justice in all cases; advancing their own and discussing the pretensions of others with candor, directness, and sincerity; appealing at all times to reason, but never yielding to force nor seeking to acquire anything for themselves by its exercise. "
Martin van Buren ,"December 3, 1838",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-martin-van-buren-december-3-1838," Fellow-Citizens of the Senate and House of Representatives:  I congratulate you on the favorable circumstances in the condition of our country under which you reassemble for the performance of your official duties. Though the anticipations of an abundant harvest have not everywhere been realized, yet on the whole the labors of the husbandman are rewarded with a bountiful return; industry prospers in its various channels of business and enterprise; general health again prevails through our vast diversity of climate; nothing threatens from abroad the continuance of external peace; nor has anything at home impaired the strength of those fraternal and domestic ties which constitute the only guaranty to the success and permanency of our happy Union, and which, formed in the hour of peril, have hitherto been honorably sustained through every vicissitude in our national affairs. These blessings, which evince the care and beneficence of Providence, call for our devout and fervent gratitude.  We have not less reason to be grateful for other bounties bestowed by the same munificent hand, and more exclusively our own. "
Martin van Buren ,"December 2, 1839",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-martin-van-buren-december-2-1839," Fellow-Citizens of the Senate and House of Representatives:  I regret that I can not on this occasion congratulate you that the past year has been one of unalloyed prosperity. The ravages of fire and disease have painfully afflicted otherwise flourishing portions of our country, and serious embarrassments yet derange the trade of many of our cities. But notwithstanding these adverse circumstances, that general prosperity which has been heretofore so bountifully bestowed upon us by the Author of All Good still continues to call for our warmest gratitude. Especially have we reason to rejoice in the exuberant harvests which have lavishly recompensed well-directed industry and given to it that sure reward which is vainly sought in visionary speculations. I cannot, indeed, view without peculiar satisfaction the evidences afforded by the past season of the benefits that spring from the steady devotion of the husbandman to his honorable pursuit. No means of individual comfort is more certain and no source of national prosperity is so sure. Nothing can compensate a people for a dependence upon others for the bread they eat, and that cheerful abundance on which the happiness of everyone so much depends is to be looked for nowhere with such sure reliance as in the industry of the agriculturist and the bounties of the earth.  With foreign countries our relations exhibit the same favorable aspect which was presented in my last annual message, and afford continued proof of the wisdom of the pacific, just, and forbearing policy adopted by the first Administration of the Federal Government and pursued by its successors. The extraordinary powers vested in me by an act of Congress for the defense of the country in an emergency, considered so far probable as to require that the Executive should possess ample means to meet it, have not been exerted. They have therefore been attended with no other result than to increase, by the confidence thus reposed in me, my obligations to maintain with religious exactness the cardinal principles that govern our intercourse with other nations. Happily, in our pending questions with Great Britain, out of which this unusual grant of authority arose, nothing has occurred to require its exertion, and as it is about to return to the Legislature I trust that no future necessity may call for its exercise by them or its delegation to another Department of the Government. "
Martin van Buren ,"December 5, 1840",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-martin-van-buren-december-5-1840," Fellow-Citizens of the Senate and House of Representatives:  Our devout gratitude is due to the Supreme Being for having graciously continued to our beloved country through the vicissitudes of another year the invaluable blessings of health, plenty, and peace. Seldom has this favored land been so generally exempted from the ravages of disease or the labor of the husbandman more amply rewarded, and never before have our relations with other countries been placed on a more favorable basis than that which they so happily occupy at this critical conjuncture in the affairs of the world. A rigid and persevering abstinence from all interference with the domestic and political relations of other States, alike due to the genius and distinctive character of our Government and to the principles by which it is directed; a faithful observance in the management of our foreign relations of the practice of speaking plainly, dealing justly, and requiring truth and justice in return as the best conservatives of the peace of nations; a strict impartiality in our manifestations of friendship in the commercial privileges we concede and those we require from others—these, accompanied by a disposition as prompt to maintain in every emergency our own rights as we are from principle averse to the invasion of those of others, have given to our country and Government a standing in the great family of nations of which we have just cause to be proud and the advantages of which are experienced by our citizens throughout every portion of the earth to which their enterprising and adventurous spirit may carry them. Few, if any, remain insensible to the value of our friendship or ignorant of the terms on which it can be acquired and by which it can alone be preserved.  A series of questions of long standing, difficult in their adjustment and important in their consequences, in which the rights of our citizens and the honor of the country were deeply involved, have in the course of a few years (the most of them during the successful Administration of my immediate predecessor) been brought to a satisfactory conclusion; and the most important of those remaining are, I am happy to believe, in a fair way of being speedily and satisfactorily adjusted. "
John Tyler ,"December 7, 1841",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-tyler-december-7-1841," To the Senate and House of Representatives of the United States:  In coming together, fellow-citizens, to enter again upon the discharge of the duties with which the people have charged us severally, we find great occasion to rejoice in the general prosperity of the country. We are in the enjoyment of all the blessings of civil and religious liberty, with unexampled means of education, knowledge, and improvement. Through the year which is now drawing to a close peace has been in our borders and plenty in our habitations, and although disease has visited some few portions of the land with distress and mortality, yet in general the health of the people has been preserved, and we are all called upon by the highest obligations of duty to renew our thanks and our devotion to our Heavenly Parent, who has continued to vouchsafe to us the eminent blessings which surround us and who has so signally crowned the year with His goodness. If we find ourselves increasing beyond example in numbers, in strength, in wealth, in knowledge, in everything which promotes human and social happiness, let us ever remember our dependence for all these on the protection and merciful dispensations of Divine Providence.  Since your last adjournment Alexander McLeod, a British subject who was indicted for the murder of an American citizen, and whose case has been the subject of a correspondence heretofore communicated to you, has been acquitted by the verdict of an impartial and intelligent jury, and has under the judgment of the court been regularly discharged. "
John Tyler ,"December 6, 1842",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-tyler-december-6-1842," To the Senate and House of Representatives of the United States:  We have continued reason to express our profound gratitude to the Great Creator of All Things for numberless benefits conferred upon us as a people. Blessed with genial seasons, the husbandman has his garners filled with abundance, and the necessaries of life, not to speak of its luxuries, abound in every direction. While in some other nations steady and industrious labor can hardly find the means of subsistence, the greatest evil which we have to encounter is a surplus of production beyond the home demand, which seeks, and with difficulty finds, a partial market in other regions. The health of the country, with partial exceptions, has for the past year been well preserved, and under their free and wise institutions the United States are rapidly advancing toward the consummation of the high destiny which an overruling Providence seems to have marked out for them. Exempt from domestic convulsion and at peace with all the world, we are left free to consult as to the best means of securing and advancing the happiness of the people. Such are the circumstances under which you now assemble in your respective chambers and which should lead us to unite in praise and thanksgiving to that great Being who made us and who preserves us as a nation.  I congratulate you, fellow-citizens, on the happy change in the aspect of our foreign affairs since my last annual message. Causes of complaint at that time existed between the United States and Great Britain which, attended by irritating circumstances, threatened most seriously the public peace. The difficulty of adjusting amicably the questions at issue between the two countries was in no small degree augmented by the lapse of time since they had their origin. The opinions entertained by the Executive on several of the leading topics in dispute were frankly set forth in the message at the opening of your late session. The appointment of a special minister by Great Britain to the United States with power to negotiate upon most of the points of difference indicated a desire on her part amicably to adjust them, and that minister was met by the Executive in the same spirit which had dictated his mission. The treaty consequent thereon having been duly ratified by the two Governments, a copy, together with the correspondence which accompanied it, is herewith communicated. I trust that whilst you may see in it nothing objectionable, it may be the means of preserving for an indefinite period the amicable relations happily existing between the two Governments. The question of peace or war between the United States and Great Britain is a question of the deepest interest, not only to themselves, but to the civilized world, since it is scarcely possible that a war could exist between them without endangering the peace of Christendom. The immediate effect of the treaty upon ourselves will be felt in the security afforded to mercantile enterprise, which, no longer apprehensive of interruption, adventures its speculations in the most distant seas, and, freighted with the diversified productions of every land, returns to bless our own. There is nothing in the treaty which in the slightest degree compromits the honor or dignity of either nation. Next to the settlement of the boundary line, which must always be a matter of difficulty between states as between individuals, the question which seemed to threaten the greatest embarrassment was that connected with the African slave trade. "
John Tyler ,December 1843,https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-tyler-december-1843," To the Senate and House of Representatives of the United States:  If any people ever had cause to render up thanks to the Supreme Being for parental care and protection extended to them in all the trials and difficulties to which they have been from time to time exposed, we certainly are that people. From the first settlement of our forefathers on this continent, through the dangers attendant upon the occupation of a savage wilderness, through a long period of colonial dependence, through the War of the Revolution, in the wisdom which led to the adoption of the existing forms of republican government, in the hazards incident to a war subsequently waged with one of the most powerful nations of the earth, in the increase of our population, in the spread of the arts and sciences, and in the strength and durability conferred on political institutions emanating from the people and sustained by their will, the superintendence of an overruling Providence has been plainly visible. As preparatory, therefore, to entering once more upon the high duties of legislation, it becomes us humbly to acknowledge our dependence upon Him as our guide and protector and to implore a continuance of His parental watchfulness over our beloved country. We have new cause for the expression of our gratitude in the preservation of the health of our fellow-citizens, with some partial and local exceptions, during the past season, for the abundance with which the earth has yielded up its fruits to the labors of the husbandman, for the renewed activity which has been imparted to commerce, for the revival of trade in all its departments, for the increased rewards attendant on the exercise of the mechanic arts, for the continued growth of our population and the rapidly reviving prosperity of the whole country. I shall be permitted to exchange congratulations with you, gentlemen of the two Houses of Congress, on these auspicious circumstances, and to assure you in advance of my ready disposition to concur with you in the adoption of all such measures as shall be calculated to increase the happiness of our constituents and to advance the glory of our common country.  Since the last adjournment of Congress the Executive has relaxed no effort to render indestructible the relations of amity which so happily exist between the United States and other countries. The treaty lately concluded with Great Britain has tended greatly to increase the good understanding which a reciprocity of interests is calculated to encourage, and it is most ardently to be hoped that nothing may transpire to interrupt the relations of amity which it is so obviously the policy of both nations to cultivate. A question of much importance still remains to be adjusted between them. The territorial limits of the two countries relation to what is commonly known as the Oregon Territory still remain in dispute. The United States would be at all times indisposed to aggrandize itself at the expense of any other nation; but while they would be restrained by principles of honor, which should govern the conduct of nations as well as that of individuals, from setting up a demand for territory which does not belong to them, they would as unwillingly sent to a surrender of their rights. After the most rigid and, as far as practicable, unbiased examination of the subject, the United States have always contended that their rights appertain to the entire region of country lying on the Pacific and embraced within 42° and 54° 40' of north latitude. This claim being controverted by Great Britain, those who have preceded the present Executive—actuated, no doubt, by an earnest desire to adjust the matter upon terms mutually satisfactory to both countries—have caused to be submitted to the British Government propositions for settlement and final adjustment, which, however, have not proved heretofore acceptable to it. Our minister at London has, under instructions, again brought the subject to the consideration of that Government, and while nothing will be done to compromise the rights or honor of the United States, every proper expedient will be resorted to in order to bring the negotiation now in the progress of resumption to a speedy and happy termination. In the meantime it is proper to remark that many of our citizens are either already established in the Territory or are on their way thither for the purpose of forming permanent settlements, while others are preparing to follow; and in view of these facts I must repeat the recommendation contained in previous messages for the establishment of military posts at such places on the line of travel as will furnish security and protection to our hardy adventurers against hostile tribes of Indians inhabiting those extensive regions. Our laws should also follow them, so modified as the circumstances of the case may seem to require. Under the influence of our free system of government new republics are destined to spring up at no distant day on the shores of the Pacific similar in policy and in feeling to those existing on this side of the Rocky Mountains, and giving a wider and more extensive spread to the principles of civil and religious liberty. "
John Tyler ,"December 3, 1844",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-john-tyler-december-3-1844," To the Senate and House of Representatives of the United States:  We have continued cause for expressing our gratitude to the Supreme Ruler of the Universe for the benefits and blessings which our country, under His kind providence, has enjoyed during the past year. Notwithstanding the exciting scenes through which we have passed, nothing has occurred to disturb the general peace or to derange the harmony of our political system. The great moral spectacle has been exhibited of a nation approximating in number to 20,000,000 people having performed the high and important function of electing their Chief Magistrate for the term of four years without the commission of any acts of violence or the manifestation of a spirit of insubordination to the laws. The great and inestimable right of suffrage has been exercised by all who were invested with it under the laws of the different States in a spirit dictated alone by a desire, in the selection of the agent, to advance the interests of the country and to place beyond jeopardy the institutions under which it is our happiness to live. That the deepest interest has been manifested by all our countrymen in the result of the election is not less true than highly creditable to them. Vast multitudes have assembled from time to time at various places for the purpose of canvassing the merits and pretensions of those who were presented for their suffrages, but no armed soldiery has been necessary to restrain within proper limits the popular zeal or to prevent violent outbreaks. A principle much more controlling was found in the love of order and obedience to the laws, which, with mere individual exceptions, everywhere possesses the American mind, and controls with an influence far more powerful than hosts of armed men. We can not dwell upon this picture without recognizing in it that deep and devoted attachment on the part of the people to the institutions under which we live which proclaims their perpetuity. The great objection which has always prevailed against the election by the people of their chief executive officer has been the apprehension of tumults and disorders which might involve in ruin the entire Government. A security against this is found not only in the fact before alluded to, trot in the additional fact that we live under a Confederacy embracing already twenty-six States, no one of which has power to control the election. The popular vote in each State is taken at the time appointed by the laws, and such vote is announced by the electoral college without reference to the decision of other States. The right of suffrage and the mode of conducting the election are regulated by the laws of each State, and the election is distinctly federative in all its prominent features. Thus it is that, unlike what might be the results under a consolidated system, riotous proceedings, should they prevail, could only affect the elections in single States without disturbing to any dangerous extent the tranquillity of others. The great experiment of a political confederation each member of which is supreme as to all matters appertaining to its local interests and its internal peace and happiness, while by a voluntary compact with others it confides to the united power of all the protection of its citizens in matters not domestic has been so far crowned with complete success. The world has witnessed its rapid growth in wealth and population, and under the guide and direction of a superintending Providence the developments of the past may be regarded but as the shadowing forth of the mighty future. In the bright prospects of that future we shall find, as patriots and philanthropists, the highest inducements to cultivate and cherish a love of union and to frown down every measure or effort which may be made to alienate the States or the people of the States in sentiment and feeling from each other. A rigid and close adherence to the terms of our political compact and, above all, a sacred observance of the guaranties of the Constitution will preserve union on a foundation which can not be shaken, while personal liberty is placed beyond hazard or jeopardy. The guaranty of religious freedom, of the freedom of the press, of the liberty of speech, of the trial by jury, of the habeas corpus, and of the domestic institutions of each of the States, leaving the private citizen in the full exercise of the high and ennobling attributes of his nature and to each State the privilege (which can only be judiciously exerted by itself) of consulting the means best calculated to advance its own happiness—these are the great and important guaranties of the Constitution which the lovers of liberty must cherish and the advocates of union must ever cultivate. Preserving these and avoiding all interpolations by forced construction under the guise of an imagined expediency upon the Constitution, the influence of our political system is destined to be as actively and as beneficially felt on the distant shores of the Pacific as it is now on those of the Atlantic Ocean. The only formidable impediments in the way of its successful expansion (time and space) are so far in the progress of modification by the improvements of the age as to render no longer speculative the ability of representatives from that remote region to come up to the Capitol, so that their constituents shall participate in all the benefits of Federal legislation. Thus it is that in the progress of time the inestimable principles of civil liberty will be enjoyed by millions yet unborn and the great benefits of our system of government be extended to now distant and uninhabited regions. In view of the vast wilderness yet to be reclaimed, we may well invite the lover of freedom of every land to take up his abode among us and assist us in the great work of advancing the standard of civilization and giving a wider spread to the arts and refinements of cultivated life. Our prayers should evermore be offered up to the Father of the Universe for His wisdom to direct us in the path of our duty so as to enable us to consummate these high purposes.  One of the strongest objections which has been urged against confederacies by writers on government is the liability of the members to be tampered with by foreign governments or the people of foreign states, either in their local affairs or in such as affected the peace of others or endangered the safety of the whole confederacy. We can not hope to be entirely exempt from such attempts on our peace and safety. The United States are becoming too important in population and resources not to attract the observation of other nations. It therefore may in the progress of time occur that opinions entirely abstract in the States which they may prevail and in no degree affecting their domestic institutions may be artfully but secretly encouraged with a view to undermine the Union. Such opinions may become the foundation of political parties, until at last the conflict of opinion, producing an alienation of friendly feeling among the people of the different States, may involve in general destruction the happy institutions under which we live. It should ever be borne in mind that what is true in regard to individuals is equally so in regard to states. An interference of one in the affairs of another is the fruitful cause of family dissensions and neighborhood disputes, and the same cause affects the peace, happiness, and prosperity of states. It may be most devoutly hoped that the good sense of the American people will ever be ready to repel all such attempts should they ever be made. "
James Polk ,"December 2, 1845",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-polk-december-2-1845," Fellow-Citizens of the Senate and of the House of Representatives:  It is to me a source of unaffected satisfaction to meet the representatives of the States and the people in Congress assembled, as it will be to receive the aid of their combined wisdom in the administration of public affairs. In performing for the first time the duty imposed on me by the Constitution of giving to you information of the state of the Union and recommending to your consideration such measures as in my judgment are necessary and expedient, I am happy that I can congratulate you on the continued prosperity of our country. Under the blessings of Divine Providence and the benign influence of our free institutions, it stands before the world a spectacle of national happiness.  With our unexampled advancement in all the elements of national greatness, the affection of the people is confirmed for the Union of the States and for the doctrines of popular liberty which lie at the foundation of our Government. "
James Polk ,"December 8, 1846",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-polk-december-8-1846," Fellow-Citizens of the Senate and of the House of Representatives:  In resuming your labors in the service of the people it is a subject of congratulation that there has been no period in our past history when all the elements of national prosperity have been so fully developed. Since your last session no afflicting dispensation has visited our country. General good health has prevailed, abundance has crowned the toil of the husbandman, and labor in all its branches is receiving an ample reward, while education, science, and the arts are rapidly enlarging the means of social happiness. The progress of our country in her career of greatness, not only in the vast extension of our territorial limits and the rapid increase of our population, but in resources and wealth and in the happy condition of our people, is without an example in the history of nations.  As the wisdom, strength, and beneficence of our free institutions are unfolded, every day adds fresh motives to contentment and fresh incentives to patriotism. "
James Polk ,"December 7, 1847",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-polk-december-7-1847," Fellow-Citizens of the Senate and of the House of Representatives:  The annual meeting of Congress is always an interesting event. The representatives of the States and of the people come fresh from their constituents to take counsel together for the common good.  After an existence of near three-fourths of a century as a free and independent Republic, the problem no longer remains to be solved whether man is capable of self-government. The success of our admirable system is a conclusive refutation of the theories of those in other countries who maintain that a ""favored few"" are born to rule and that the mass of mankind must be governed by force. Subject to no arbitrary or hereditary authority, the people are the only sovereigns recognized by our Constitution. "
James Polk ,"December 5, 1848",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-james-polk-december-5-1848," Fellow-Citizens of the Senate and of the House of Representatives:  Under the benignant providence of Almighty God the representatives of the States and of the people are again brought together to deliberate for the public good. The gratitude of the nation to the Sovereign Arbiter of All Human Events should be commensurate with the boundless blessings which we enjoy.  Peace, plenty, and contentment reign throughout our borders, and our beloved country presents a sublime moral spectacle to the world. "
Zachary Taylor ,"December 4, 1849",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-zachary-taylor-december-4-1849," Fellow-Citizens of the Senate and House of Representatives:  Sixty years have elapsed since the establishment of this Government, and the Congress of the United States again assembles to legislate for an empire of freemen. The predictions of evil prophets, who formerly pretended to foretell the downfall of our institutions, are now remembered only to be derided, and the United States of America at this moment present to the world the most stable and permanent Government on earth.  Such is the result of the labors of those who have gone before us. Upon Congress will eminently depend the future maintenance of our system of free government and the transmission of it unimpaired to posterity. "
Millard Fillmore ,"December 2, 1850",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-millard-fillmore-december-2-1850," Fellow-Citizens of the Senate and of the House of Representatives:  Being suddenly called in the midst of the last session of Congress by a painful dispensation of Divine Providence to the responsible station which I now hold, I contented myself with such communications to the Legislature as the exigency of the moment seemed to require. The country was shrouded in mourning for the loss of its venerable Chief Magistrate and all hearts were penetrated with grief. Neither the time nor the occasion appeared to require or to justify on my part any general expression of political opinions or any announcement of the principles which would govern me in the discharge of the duties to the performance of which I had been so unexpectedly called. I trust, therefore, that it may not be deemed inappropriate if I avail myself of this opportunity of the reassembling of Congress to make known my sentiments in a general manner in regard to the policy which ought to be pursued by the Government both in its intercourse with foreign nations and its management and administration of internal affairs.  Nations, like individuals in a state of nature, are equal and independent, possessing certain rights and owing certain duties to each other, arising from their necessary and unavoidable relations; which rights and duties there is no common human authority to protect and enforce. Still, they are rights and duties, binding in morals, in conscience, and in honor, although there is no tribunal to which an injured party can appeal but the disinterested judgment of mankind, and ultimately the arbitrament of the sword. "
Millard Fillmore ,"December 2, 1851",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-millard-fillmore-december-2-1851," Fellow-Citizens of the Senate and of the House of Representatives:  I congratulate you and our common constituency upon the favorable auspices under which you meet for your first session. Our country is at peace with all the world. The agitation which for a time threatened to disturb the fraternal relations which make us one people is fast subsiding, and a year of general prosperity and health has crowned the nation with unusual blessings. None can look back to the dangers which are passed or forward to the bright prospect before us without feeling a thrill of gratification, at the same time that he must be impressed with a grateful sense of our profound obligations to a beneficent Providence, whose paternal care is so manifest in the happiness of this highly favored land.  Since the close of the last Congress certain Cubans and other foreigners resident in the United States, who were more or less concerned in the previous invasion of Cuba, instead of being discouraged by its failure have again abused the hospitality of this country by making it the scene of the equipment of another military expedition against that possession of Her Catholic Majesty, in which they were countenanced, aided, and joined by citizens of the United States. On receiving intelligence that such designs were entertained, I lost no time in issuing such instructions to the proper officers of the United States as seemed to be called for by the occasion. By the proclamation a copy of which is herewith submitted I also warned those who might be in danger of being inveigled into this scheme of its unlawful character and of the penalties which they would incur. For some time there was reason to hope that these measures had sufficed to prevent any such attempt. This hope, however, proved to be delusive. Very early in the morning of the 3d of August a steamer called the Pampero departed from New Orleans for Cuba, having on board upward of 400 armed men with evident intentions to make war upon the authorities of the island. This expedition was set on foot in palpable violation of the laws of the United States. Its leader was a Spaniard, and several of the chief officers and some others engaged in it were foreigners. The persons composing it, however, were mostly citizens of the United States. "
Millard Fillmore ,"December 6, 1852",https://www.infoplease.com/primary-sources/government/presidential-speeches/state-union-address-millard-fillmore-december-6-1852," Fellow-Citizens of the Senate and of the House of Representatives:  The brief space which has elapsed since the close of your last session has been marked by no extraordinary political event. The quadrennial election of Chief Magistrate has passed off with less than the usual excitement. However individuals and parties may have been disappointed in the result, it is, nevertheless, a subject of national congratulation that the choice has been effected by the independent suffrages of a free people, undisturbed by those influences which in other countries have too often affected the purity of popular elections.  Our grateful thanks are due to an all-merciful Providence, not only for staying the pestilence which in different forms has desolated some of our cities, but for crowning the labors of the husbandman with an abundant harvest and the nation generally with the blessings of peace and prosperity. "
